61
519
 1.09 0.964 1.267 11.33 9.331 0.105 50 1.515 382 61 -0.12 12.851 12.686 0.974 86.234 0.98 0.903 501.4 0.145 11.686 11.851 23 25 0.92 0.664 0.775 1.228 24.186 22.189 310.724 90.669 189.561 1 403118 12.72176 12.640457 0.000000764 0.000087578 0.000069431 0.000036898 -0.000011611 0.000037921 -0.000029664 0.000157009 0 0.000000005 0.000000001 0 0 0 0.000157009 0.000000025 0 0 0 0 0.000000006 0 0 0 0 
 1.333 1 1.5 1.985 1.93 0.039 4 1.571 16 10 -0.295 3 2.5 0.752 1024 0.931 0.232 224.986 0.156 1.5 2 4 5 0.8 0.8 0.497 0.834 4 3 410.962 198.549 82.075 1 8707 3.01228 2.521764 0.000001849 0.000170022 0.00011838 -0.0000006 0.000000294 -0.000003907 -0.000002238 0.000288402 0.000000003 0 0 0 0 0 0.000288402 0.000000083 0 0 0 0 0.00000002 0 0 0 0 
 1.37 0.724 2.366 6.719 4.129 0.159 26 1.138 113 35 -0.071 8.026 5.867 0.887 147.219 0.937 1.219 296.72 0.159 4.867 7.027 12 14 0.857 0.673 0.863 1.788 14.737 10.756 367.859 157.307 121.407 1 70790 7.94619 5.826952 0.000047791 0.000188412 0.000109435 -0.000137075 -0.000000621 -0.000119971 0.000093184 0.000297847 0.000000014 0.000000023 0.000000016 0 0 0 0.000297847 0.000000098 0 0 0 0 0.000000018 0 0 0 0 
 1.581 0.593 2.434 1.832 1.738 0.004 2 2.21 12 8 -0.348 3 2.5 0.684 -1 0.964 0.403 267.997 0.238 1.5 2 4 5 0.8 0.6 0.424 1.113 3.806 2.407 408.915 197.256 82.597 1 6356 2.98049 2.494965 -0.000064795 0.000179896 0.000147451 -0.000003256 0.000003239 0.000004936 0.000004108 0.000327347 0.000000018 0 0 0 0 0 0.000327347 0.000000124 0 0 0 0 0.000000022 0 0 0 0 
 1.5 1 1.5 1.448 1.323 0.019 2 1.571 8 6 -0.402 2.5 2 0.626 -1 0.962 0.209 254.478 0.162 1 1.5 3 4 0.75 0.667 0.358 0.884 3 2 406.402 194.956 84.676 1 4109 2.47018 1.999513 0.000002425 0.000182754 0.00012509 0.000000204 0.000001126 0.00000903 0.000000064 0.000307844 0.000000003 0 0 0 0 0 0.000307844 0.000000095 0 0 0 0 0.000000023 0 0 0 0 
 1.648 0.179 2.719 6.539 4.073 -0.333 7 -2.86 91 30 -0.113 4.813 7 0.888 145.365 0.929 1.018 174.541 0.175 6 3.813 9 13 0.692 0.778 0.787 1.516 12.917 7.836 295.78 76.277 141.025 1 37455 4.81754 7.007982 0.000054933 0.000137122 0.000304144 -0.000026144 -0.000058291 0.000015171 0.000017013 0.000441266 0.00000004 0.000000073 0.000000002 0 0 0 0.000441266 0.000000207 0 0 0 0 0.000000039 0 0 0 0 
 2.317 0.588 5.554 3.788 1.934 0.018 2 2.218 25 14 -0.21 4.48 3.6 0.727 1736.111 0.956 0.909 185.076 0.283 2.6 3.48 6 8 0.75 0.521 0.624 1.879 7.394 3.191 330.949 112.798 104.001 1 9074 4.4882 3.601498 -0.000203439 0.000370393 0.000242915 -0.000037375 0.000029604 0.000013179 -0.000008507 0.000613308 0.000000182 0.000000014 0.000000004 0 0 0 0.000613308 0.000000542 0 0 0 0 0.000000049 0 0 0 0 
 2.725 0.405 11.581 24.781 4.983 45.946 190 -2.506 532 112 0.37 16.008 23.177 0.644 264.144 0.912 6.308 216.82 0.446 22.177 15.008 33 42 0.786 0.384 1.876 3.903 49.405 18.128 221.957 10.104 232.242 1 234982 16.21174 23.376296 0.000350671 0.000330554 0.000543101 0.000300773 -0.000603685 0.00069136 -0.00213656 0.000873655 0.000000537 0.000006368 0.000003378 0 0 0 0.000873655 0.000001255 0 0 0 0 0.000000057 0 0 0 0 
 1.693 0.762 3.337 11.349 6.548 9.472 80 1.197 304 66 0.068 11.576 10.214 0.868 115.124 0.95 2.541 219.916 0.258 9.214 10.576 17 26 0.654 0.688 1.14 2.298 27.29 16.119 237.829 6.39 215.499 1 141601 11.78394 10.142103 0.000085249 0.000317555 0.000136563 0.000215091 -0.000138995 0.000567432 -0.000163321 0.000454118 0.000000062 0.000001033 0.000000186 0 0 0 0.000454118 0.000000235 0 0 0 0 0.000000036 0 0 0 0 
 1.359 0.317 1.903 4.127 3.32 0.045 2 -2.644 45 19 -0.201 3.644 5.356 0.863 227.813 0.906 0.538 226.577 0.158 4.356 2.644 7 9 0.778 0.714 0.638 1.513 8.462 6.227 233.214 0.295 223.005 1 22202 3.65579 5.350734 0.000045453 0.000146195 0.000203964 -0.000005994 -0.000068293 0.000047563 -0.000044017 0.000350159 0.000000012 0.00000009 0.000000003 0 0 0 0.000350159 0.000000131 0 0 0 0 0.000000028 0 0 0 0 
 1.745 0.527 3.446 10.845 5.234 1.334 23 0.827 200 49 -0.023 9.775 9.06 0.882 129.03 0.948 1.816 226.642 0.23 8.06 8.775 17 18 0.944 0.654 0.955 1.992 21.99 12.599 274.654 42.656 179.457 1 94008 9.6625 8.981044 0.00011678 0.000223129 0.000202793 -0.000046652 -0.000038304 0.000002766 -0.000001879 0.000425922 0.000000055 0.000000027 0.000000004 0 0 0 0.000425922 0.000000236 0 0 0 0 0.000000032 0 0 0 0 
 1.282 0.61 1.782 8.153 5.933 -0.025 21 0.959 173 41 -0.121 8.89 8.029 0.942 103.191 0.959 0.895 217.356 0.227 7.029 7.89 15 16 0.938 0.721 0.773 1.357 16.386 12.781 264.035 32.692 189.158 1 82224 8.76155 8.035852 0.000049128 0.000198096 0.000165863 0.000023982 0.000093185 -0.000057988 0.000026727 0.000363959 0.000000011 0.000000178 0.000000004 0 0 0 0.000363959 0.000000142 0 0 0 0 0.000000029 0 0 0 0 
