61
1573
 1.832 0.018 2.961 5.962 2.415 0.235 19 3.114 64 27 -0.048 3.844 7.422 0.811 359.594 0.91 1.207 1046.172 0.07 6.422 2.844 8 14 0.571 0.571 0.906 2.291 13.023 7.108 223.398 22.744 202.824 1 134603 3.83944 7.410964 -0.000001253 0.000025475 0.000075211 0.000008507 -0.000062377 0.000020045 0.000013106 0.000100686 0.000000002 0.000000083 0.000000002 0 0 0 0.000100686 0.00000001 0 0 0 0 0.000000002 0 0 0 2 
 1.383 0.856 1.961 9.279 5.562 0.136 33 1.798 195 46 -0.071 9.615 7.415 0.932 109.688 0.962 1.184 870.419 0.077 6.415 8.615 14 18 0.778 0.774 0.864 1.447 18.139 13.117 184.371 16.376 241.872 1 403855 9.6432 7.418452 -0.000005942 0.000054739 0.000030005 -0.000029891 0.000013896 -0.000025504 0.000009477 0.000084744 0.000000001 0.000000006 0.000000001 0 0 0 0.000084744 0.000000007 0 0 0 0 0.000000002 0 0 0 2 
 1.043 0.816 1.124 11.063 10.554 2.814 49 1.283 413 68 -0.056 12.339 11.32 0.98 81.1 0.983 0.656 575.638 0.138 10.32 11.339 23 24 0.958 0.748 0.891 1.118 23.367 22.408 284.429 37.879 202.067 1 542988 12.36951 11.27326 0.000002167 0.000066303 0.00005965 -0.000015583 -0.000002321 -0.000007244 0.000021451 0.000125952 0 0.000000001 0 0 0 0 0.000125952 0.000000016 0 0 0 0 0.000000004 0 0 0 2 
 1.63 0.318 2.662 9.036 5.012 2.274 53 -2.642 193 62 0.259 8.715 9.161 0.886 319.514 0.94 2.213 249.504 0.159 8.161 7.715 16 19 0.842 0.635 1.585 2.053 21.07 12.928 478.751 194.623 62.152 1 99241 8.69483 9.042915 0.000071753 0.00014135 0.000235741 -0.000099581 0.000026563 -0.000084903 0.000169593 0.000377091 0.000000029 0.000000035 0.000000008 0 0 0 0.000377091 0.000000163 0 0 0 0 0.000000028 0 0 0 2 
 2.267 0.971 5.824 9.089 3.009 -0.077 22 1.617 108 38 0.032 9.324 4.407 0.794 170.323 0.923 1.982 575.21 0.071 3.407 8.324 8 17 0.471 0.794 1.064 2.089 16.166 7.13 229.06 0.803 239.36 1 152577 9.3469 4.416458 -0.000005205 0.000140106 0.000024649 -0.000023949 0.000020856 -0.000101592 0.000001894 0.000164755 0.000000013 0.000000031 0.000000007 0 0 0 0.000164755 0.000000027 0 0 0 0 0.000000003 0 0 0 4 
 1.707 0.842 3.463 8.141 4.428 0.251 24 1.323 137 39 -0.06 8.628 6.321 0.862 159.424 0.931 1.7 617.377 0.087 5.321 7.628 11 17 0.647 0.733 0.883 1.918 16.982 9.951 149.133 17.803 187.452 1 190014 8.62598 6.347479 0.000018744 0.000106607 0.000037074 0.000060584 -0.000000446 0.000055278 -0.000016831 0.000143681 0.000000006 0.000000003 0.000000005 0 0 0 0.000143681 0.000000022 0 0 0 0 0.000000004 0 0 0 4 
 1.72 0.899 3.341 19.014 7.358 79.525 223 1.73 583 123 0.437 23.125 11.535 0.777 243.013 0.933 4.809 706.969 0.121 10.535 22.125 25 43 0.581 0.542 2.065 2.705 43.211 25.122 140.148 23.702 179.221 1 825440 23.05219 11.583097 -0.000015162 0.000139763 0.000044942 -0.000281693 0.000151378 -0.000459341 0.000114363 0.000184704 0.00000001 0.00000095 0.000000123 0 0 0 0.000184704 0.000000035 0 0 0 0 0.000000006 0 0 0 4 
 2.425 0.967 7.238 17.093 5.34 10.769 92 1.519 368 79 0.162 18.043 7.261 0.77 167.17 0.926 4.065 561.403 0.11 6.261 17.043 15 35 0.429 0.701 1.35 2.571 34.16 14.084 122.875 38.931 200.954 1 449076 18.16045 7.291681 0.00000827 0.000189223 0.000026771 -0.000078341 -0.000024485 0.000180935 0.000016813 0.000215994 0.000000027 0.000000073 0.000000028 0 0 0 0.000215994 0.000000047 0 0 0 0 0.000000005 0 0 0 4 
 2.173 0.498 4.806 38.068 15.654 413.169 1016 2.359 2475 239 0.355 52.878 44.238 0.718 178.889 0.925 12.896 417.276 0.412 43.238 51.878 72 84 0.857 0.409 1.837 4.195 103.223 47.511 956.308 709.514 426.885 2 2080447 53.28455 43.59418 -0.000123528 0.000188034 0.000187659 0.000964047 0.00086563 -0.002687143 -0.002004976 0.000375692 0.000000061 0.000049098 0.000004401 0 -0.000000001 0 0.000375692 0.000000202 0 0 0 0 0.00000002 0 0 0 2 
 4.34 0.029 29.051 52.252 9.304 103.335 551 3.096 1975 262 0.663 13.074 57.06 0.55 229.005 0.898 17.128 243.755 0.333 56.06 12.074 27 126 0.214 0.581 2.766 7.64 124.914 28.781 813.663 986.833 1178.763 2 959437 12.89809 55.384843 -0.000043945 0.000039159 0.001087696 -0.000062344 -0.002846839 0.00006331 0.006505191 0.001126855 0.000001107 0.000300399 0.000049258 0.000000002 0.000000039 -0.000000002 0.001126855 0.000001278 0 0 0 0 0.000000041 0 0 0 3 
 1.299 0.6 1.924 7.92 4.331 1.766 19 0.942 125 35 -0.117 7.552 7.52 0.912 150.287 0.943 0.979 507.093 0.141 6.52 6.552 13 14 0.929 0.687 0.78 1.549 14.044 10.808 358.265 178.212 59.335 1 135537 7.53706 7.425647 0.000024056 0.000088271 0.000073709 0.000074935 0.000024496 0.0000143 -0.000048781 0.00016198 0.000000003 0.000000018 0.000000002 0 0 0 0.00016198 0.000000029 0 0 0 0 0.000000006 0 0 0 3 
 2.133 0.185 5.12 12.503 4.947 2.301 41 2.852 233 56 0.035 7.026 13.691 0.83 135.978 0.942 2.663 849.76 0.081 12.691 6.026 14 25 0.56 0.666 1.071 2.653 26.143 12.256 212.499 30.46 176.78 1 418432 7.02928 13.681898 -0.000023022 0.000027378 0.000096922 -0.000014976 0.000043199 -0.000000641 -0.000050646 0.0001243 0.000000007 0.000000049 0.000000006 0 0 0 0.0001243 0.000000018 0 0 0 0 0.000000002 0 0 0 2 
 1.874 0.022 3.521 21.801 11.302 6.063 169 -3.108 937 109 0.005 14.215 23.573 0.894 88.492 0.969 4.127 332.945 0.771 22.573 13.215 27 50 0.54 0.694 1.008 2.376 49.142 26.223 388.205 584.049 812.01 2 595621 14.21506 24.068659 0.000006331 0.000078946 0.000283578 -0.000155869 -0.000121614 0.000016173 0.000454832 0.000362525 0.000000042 0.000000817 0.0000001 0 0 0 0.000362525 0.000000132 0 0 0 0 0.000000022 0 0 0 4 
 1.141 0.831 1.349 4.378 3.491 0.016 2 1.837 50 21 -0.162 4.38 3.9 0.892 138.889 0.92 0.347 219.37 0.138 2.9 3.38 7 8 0.875 0.893 0.702 1.05 7.806 6.841 194.389 94.107 410.465 1 34333 4.35487 3.92596 -0.000008869 0.000131785 0.000101644 -0.000018659 -0.00000839 0.000023869 0.000008313 0.000233429 0.000000001 0.000000004 0 0 0 0 0.000233429 0.000000055 0 0 0 0 0.000000013 0 0 0 4 
 1.2 1 1.354 3.373 3.209 0.006 4 1.571 38 18 -0.176 4 3.5 0.867 169.358 0.905 0.307 396.835 0.086 2.5 3 6 7 0.857 0.905 0.679 0.93 6 5 206.812 10.896 218.646 1 50214 4.0029 3.504938 0.000000695 0.000070034 0.000051676 0.000000556 0.000000559 -0.000000408 -0.000000464 0.00012171 0 0 0 0 0 0 0.00012171 0.000000014 0 0 0 0 0.000000004 0 0 0 4 
 1.504 0.765 2.512 5.812 3.568 0.144 5 1.941 70 26 -0.123 5.714 4.429 0.878 155.274 0.935 0.869 752.386 0.056 3.429 4.714 8 11 0.727 0.795 0.768 1.519 11.131 7.402 275.426 32.479 206.43 1 129609 5.71292 4.432539 -0.000013919 0.000063186 0.000032841 -0.000018154 0.000001747 0.000009821 0.000007168 0.000096027 0.000000002 0 0 0 0 0 0.000096027 0.00000001 0 0 0 0 0.000000002 0 0 0 4 
